id_v11,id_v10,id_grd_v13,lat,lon,geo_mtd,qa_rank,val_scn,val_src,rv_mcm_v10,rv_mcm_v11,har_src,pnt_src,qc
2587,2587,-999,32.68412811,113.9482141,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2588,2588,-999,25.87150727,102.2681829,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2589,2589,-999,25.54286456,100.6051047,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2590,2590,-999,22.78117888,111.4316534,geocoding (Google Maps),C1,correct,NPCGIS,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD; val: JZ,CF"
2591,2591,-999,25.125693,109.059207,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2592,2592,-999,22.18806419,113.4795576,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,JW"
2593,2593,-999,31.55214273,114.1079657,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,JW"
2594,2594,-999,25.61212707,112.7017363,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2595,2595,-999,18.9763889,110.4394444,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,MD"
2596,2596,-999,30.18512613,115.5179438,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2597,2597,-999,39.85107886,119.0722589,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2598,2598,5400,31.014583,116.838362,geocoding (Google Maps),C1,,,-999,77.3,GRanD v1.3 and GeoDAR v1.0,original GRanD,georf: MD; GRanD-har: MD
2599,2599,-999,26.98310002,110.5731087,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2600,2600,-999,27.29823961,108.9387412,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,JW"
2601,2601,-999,25.70484843,112.9646942,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2602,2602,-999,24.81626655,114.5102193,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,JW"
2603,2603,-999,27.28903644,110.5025158,geocoding (Google Maps),C1,correct,NPCGIS,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD; val: JZ,CF"
2604,2604,-999,28.03806379,117.7612301,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,MD"
2605,2605,-999,28.3940547,112.0382316,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2606,2606,-999,26.76767923,100.1100042,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2607,2607,5465,26.61139,111.387711,geocoding (Google Maps),C1,,,-999,15.2,GRanD v1.3 and GeoDAR v1.0,corrected GRanD,georf: JW; GRanD-har: JW
2608,2608,-999,23.65050013,113.770266,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2609,2609,-999,24.09285332,112.6945498,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2610,2610,-999,23.1841301,108.7467315,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2611,2611,6150,29.656522,121.21847,geocoding (Google Maps),C1,,,-999,153,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: MD,JW; GRanD-har: MD"
2612,2612,-999,27.03635273,118.6210941,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,JW"
2613,2613,-999,36.0307507,119.7654907,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2614,2614,-999,24.5029702,115.7058151,geocoding (Google Maps),C1,correct,NPCGIS,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD; val: JZ,CF"
2615,2615,-999,24.736944,121.350833,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2616,2616,5327,32.06877,112.923518,geocoding (Google Maps),C1,,,-999,123,GRanD v1.3 and GeoDAR v1.0,original GRanD,georf: MD; GRanD-har: MD
2617,2617,-999,29.52157074,111.2176294,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2618,2618,-999,24.85987391,108.5860682,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2619,2619,-999,24.37698337,117.5758355,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2620,2620,-999,29.265066,111.577555,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2621,2621,5877,41.697772,125.139717,geocoding (Google Maps),C1,,,-999,40,GRanD v1.3 and GeoDAR v1.0,original GRanD,georf: MD; GRanD-har: MD
2622,2622,-999,27.97830267,114.3685181,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2623,2623,-999,29.2003665,111.7192406,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2624,2624,-999,30.50678539,107.5433038,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,JW"
2625,2625,-999,22.51653425,109.0586913,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2626,2626,-999,41.12292688,112.8937482,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AX,MD"
2627,2627,-999,23.78574067,104.1091686,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2628,2628,-999,36.54712208,118.9981915,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2629,2629,-999,33.89176924,112.7688071,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2630,2630,-999,30.55961613,111.5418448,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2631,2631,-999,25.61730292,112.2864137,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2632,2632,5186,41.06611,115.76277,geocoding (Google Maps),C1,,,-999,112,GRanD v1.3 and GeoDAR v1.0,original GRanD,georf: MD; GRanD-har: MD
2633,2633,5846,42.74043,124.305208,geocoding (Google Maps),C1,,,-999,206,GRanD v1.3 and GeoDAR v1.0,original GRanD,georf: MD; GRanD-har: MD
2634,2634,-999,27.22071378,107.8793959,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2635,2635,-999,26.02822903,112.3612763,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2636,2636,-999,26.00425844,112.8460797,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,MD"
2637,2637,-999,23.45440162,101.8635307,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2638,2638,-999,31.47872333,115.1379921,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2639,2639,-999,25.14488768,118.253575,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2640,2640,-999,29.43513674,116.3788323,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2641,2641,-999,25.77148129,114.9781537,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2642,2642,-999,36.99429833,121.2271215,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2643,2643,-999,28.53618066,121.2389714,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2644,2644,-999,29.70720442,120.0433148,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2645,2645,-999,28.47636567,117.958258,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,JW"
2646,2646,-999,30.15322933,103.6157825,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2647,2647,-999,23.79706663,117.2358804,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,MD"
2648,2648,5347,31.813876,105.108888,geocoding (Google Maps),C1,,,-999,21.8,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: MD; GRanD-har: AX,JW"
2649,2649,-999,39.89934401,119.2839219,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2650,2650,-999,29.17212176,115.0690761,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2651,2651,-999,35.13570823,107.656241,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2652,2652,-999,19.65636642,109.5746096,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,MD"
2653,2653,-999,28.06981207,109.9762621,geocoding (Google Maps),C1,correct,NPCGIS,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD; val: JZ,CF"
2654,2654,-999,23.25908968,115.5319477,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2655,2655,-999,27.63837386,113.187501,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2656,2656,-999,35.108073,117.697531,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2657,2657,-999,27.52734583,115.6017742,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2658,2658,-999,30.79190799,107.4073806,geocoding (Google Maps),C1,correct,NPCGIS,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD; val: JZ,CF"
2659,2659,-999,26.9085618,107.4549551,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2660,2660,-999,25.50051498,114.9013085,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2661,2661,-999,19.5055556,110.5994444,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2662,2662,-999,32.53236431,118.2360655,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2663,2663,-999,25.07343674,115.7245096,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2664,2664,-999,23.30508372,101.4001306,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2665,2665,-999,27.87634363,120.7112041,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2666,2666,-999,27.48214391,118.2053853,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2667,2667,-999,30.24894293,114.9449558,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2668,2668,-999,36.14638719,102.7966669,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2669,2669,-999,30.73248815,108.2167138,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2670,2670,-999,32.5563245,117.446829,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2671,2671,-999,35.77251193,116.9988714,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2672,2672,-999,27.93465412,107.8237706,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,JW"
2673,2673,-999,34.2566925,113.4162659,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,JW"
2674,2674,-999,29.03525498,119.7740676,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2675,2675,-999,29.04337361,119.8923378,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,JW"
2676,2676,-999,24.68785462,98.70839918,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2677,2677,-999,26.96898068,109.072689,geocoding (Google Maps),C1,correct,NPCGIS,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,JW; val: JZ,CF"
2678,2678,-999,24.23326575,100.2667121,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2679,2679,-999,25.54187727,101.6601458,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2680,2680,5693,24.885841,118.360281,geocoding (Google Maps),C1,,,-999,40.4,GRanD v1.3 and GeoDAR v1.0,original GRanD,georf: MD; GRanD-har: MD
2681,2681,-999,27.16927837,113.9465802,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2682,2682,-999,39.32685472,113.5823113,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2683,2683,-999,27.36852945,110.9485966,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2684,2684,-999,35.68312975,113.9786583,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2685,2685,-999,27.55747889,106.3672642,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2686,2686,-999,25.29985857,102.7719061,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,MD"
2687,2687,5678,25.307171,112.490625,geocoding (Google Maps),C1,,,-999,33.6,GRanD v1.3 and GeoDAR v1.0,original GRanD,"georf: MD; GRanD-har: AX,JW"
2688,2688,-999,39.9933833,123.054512,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2689,2689,-999,25.49248648,112.0786066,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2690,2690,-999,22.34410919,112.9525347,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2691,2691,-999,28.58951272,113.1161966,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,MD,JW"
2692,2692,-999,23.18944994,99.58513739,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2693,2693,-999,29.25305125,113.1477451,geocoding (Google Maps),C1,correct,NPCGIS,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD; val: JZ,CF"
2694,2694,-999,30.6667125,116.8651757,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2695,2695,-999,23.48561261,101.8436691,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2696,2696,5878,41.678513,121.004766,geocoding (Google Maps),C1,,,-999,1645,GRanD v1.3 and GeoDAR v1.0,original GRanD,georf: MD; GRanD-har: MD
2697,2697,-999,25.91991898,115.5420695,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2698,2698,-999,27.4310163,110.1042173,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,JW"
2699,2699,-999,36.00228046,118.3057131,geocoding (Google Maps),C1,correct,NPCGIS,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD; val: JZ,CF"
2700,2700,-999,22.04954419,108.923898,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,MD"
2701,2701,-999,31.91074004,107.7047572,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2702,2702,-999,28.00184441,116.0614041,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,JW"
2703,2703,-999,27.13060377,120.3317778,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2704,2704,-999,33.30882963,113.4118707,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2705,2705,-999,23.90919598,115.7163329,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2706,2706,-999,27.24957684,110.1579558,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2707,2707,-999,30.14284749,106.491963,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2708,2708,5577,27.922844,116.835555,geocoding (Google Maps),C1,,,-999,40,GRanD v1.3 and GeoDAR v1.0,original GRanD,georf: MD; GRanD-har: MD
2709,2709,5392,31.17614481,114.3263437,geocoding (Google Maps),C1,,,-999,200,GRanD v1.3 and GeoDAR v1.0,corrected GRanD,"georf: MD,JW; GRanD-har: JW"
2710,2710,-999,28.55268023,118.3746618,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2711,2711,-999,29.8936699,111.0187451,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2712,2712,-999,36.61329953,113.8918042,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,JW"
2713,2713,-999,23.74872772,109.3109684,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2714,2714,-999,24.07467773,102.0481164,geocoding (Google Maps),C1,correct,NPCGIS,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD; val: JZ,CF"
2715,2715,-999,34.56603604,108.1928703,geocoding (Google Maps),C3,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,MD"
2716,2716,-999,26.6345984,110.5493157,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2717,2717,-999,29.05036399,119.8589591,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2718,2718,-999,18.53855408,109.2177138,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2719,2719,-999,36.506528,113.8553059,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2720,2720,-999,28.00057832,112.0713764,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2721,2721,5887,41.104755,123.364583,geocoding (Google Maps),C1,,,-999,723,GRanD v1.3 and GeoDAR v1.0,original GRanD,georf: MD; GRanD-har: MD
2722,2722,-999,36.05336973,116.8365096,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2723,2723,-999,30.78193549,116.6175305,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,JW"
2724,2724,-999,27.04753721,114.621147,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2725,2725,-999,28.187085,115.080949,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2726,2726,-999,18.390229,109.480759,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2727,2727,-999,27.88343881,112.0370333,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2728,2728,-999,36.526274,105.435944,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: AM,MD"
2729,2729,-999,25.82589899,100.4192737,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2730,2730,-999,28.05509828,108.999397,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2731,2731,-999,27.9276471,115.8505878,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2732,2732,-999,22.4228059,110.1494026,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,MD"
2733,2733,-999,27.21037397,109.8906548,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2734,2734,-999,29.21595798,114.7220631,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,JW"
2735,2735,-999,30.75480374,115.0911504,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2736,2736,-999,25.99487701,110.8235025,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2737,2737,-999,25.09546033,117.6425584,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2738,2738,-999,27.96710208,116.5206977,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2739,2739,-999,29.51009566,118.5384127,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2740,2740,-999,32.59789685,119.1021522,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2741,2741,-999,18.30024795,109.6085004,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2742,2742,-999,30.48598504,108.1921926,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2743,2743,-999,31.18861283,108.7395213,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2744,2744,-999,22.63091065,107.3934102,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2745,2745,-999,27.86977096,107.6997547,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2746,2746,5483,29.540902,110.738993,geocoding (Google Maps),C1,,,-999,1741,GRanD v1.3 and GeoDAR v1.0,original GRanD,georf: MD; GRanD-har: MD
2747,2747,-999,24.17016631,115.826163,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2748,2748,-999,40.57298685,119.8315448,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2749,2749,-999,22.68615473,109.6112079,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,MD"
2750,2750,-999,32.94121924,110.8670777,geocoding (Google Maps),C2,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: CF,JZ,MD"
2751,2751,-999,27.81135523,113.6224568,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2752,2752,-999,28.82561955,113.6278459,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2753,2753,-999,27.24826484,112.3557616,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2754,2754,-999,30.94875961,118.613753,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2755,2755,-999,25.60765297,114.2639118,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2756,2756,-999,29.32935935,115.1505741,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2757,2757,-999,24.28698923,117.9144862,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2758,2758,-999,31.32302371,111.9956467,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2759,2759,-999,41.3829679,126.5200262,geocoding (Google Maps),C5,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: FY,AX,MD"
2760,2760,-999,36.71127743,117.8752795,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2761,2761,-999,22.8673982,113.7524984,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2762,2762,-999,28.23742105,110.3444072,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2763,2763,-999,23.01632483,115.5875414,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2764,2764,-999,30.51406465,119.1732356,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
2765,2765,-999,26.47930669,109.5810478,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,JW"
2766,2766,-999,28.11311015,109.0658011,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,"georf: MD,JW"
2767,2767,-999,22.17695389,108.0897239,geocoding (Google Maps),C1,,,-999,-999,GeoDAR v1.0 alone,GeoDAR v1.0,georf: MD
